Organization name,Organization type,Publisher/Supplier,Year,Cost,Material,Resource type,Way of acquisition
University of Helsinki,University,Edita Publishing,2010,12485.0,Defensor Legis; Edilex; Juridiska Föreningen i Finland; Lakimies; Oikeus; Ympäristöjuridiikka,Full text materials,FinELib consortium
University of Helsinki,University,Edita Publishing,2011,9485.0,Defensor Legis; Edilex; Juridiska Föreningen i Finland; Lakimies; Oikeus; Ympäristöjuridiikka,Full text materials,FinELib consortium
University of Helsinki,University,Edita Publishing,2012,9515.0,Defensor Legis; Edilex; Juridiska Föreningen i Finland; Lakimies; Oikeus; Ympäristöjuridiikka,Full text materials,FinELib consortium
University of Helsinki,University,Edita Publishing,2013,9515.0,Defensor Legis; Edilex; Juridiska Föreningen i Finland; Lakimies; Oikeus; Ympäristöjuridiikka,Full text materials,FinELib consortium
University of Helsinki,University,Edita Publishing,2014,9810.0,Defensor Legis; Edilex; Juridiska Föreningen i Finland; Lakimies; Oikeus; Ympäristöjuridiikka,Full text materials,FinELib consortium
University of Helsinki,University,Edita Publishing,2015,9810.0,Defensor Legis; Edilex; Juridiska Föreningen i Finland; Lakimies; Oikeus; Ympäristöjuridiikka,Full text materials,FinELib consortium
University of Helsinki,University,Ellibs,2012,240.0,Ellibs,eBook package,FinELib consortium
University of Helsinki,University,Ellibs,2013,240.0,Ellibs,eBook package,FinELib consortium
University of Helsinki,University,Ellibs,2014,240.0,Ellibs,eBook package,FinELib consortium
University of Helsinki,University,Ellibs,2015,360.0,Ellibs,eBook package,FinELib consortium
University of Helsinki,University,Elsevier,2010,1154368.0,Cell Press; E-kirjoja; International Encyclopedia of the Social & Behavioral Sciences; SciVal; ScienceDirect Freedom Collection; Scopus,Full text materials; Reference database; Reference resource; eBook package,FinELib consortium; Separate contract
University of Helsinki,University,Elsevier,2011,1210707.0,Cell Press; E-kirjoja; International Encyclopedia of the Social & Behavioral Sciences; SciVal; ScienceDirect Freedom Collection; Scopus,Full text materials; Reference database; Reference resource; eBook package,FinELib consortium; Separate contract
University of Helsinki,University,Elsevier,2012,1259773.0,Cell Press; E-kirjoja; International Encyclopedia of the Social & Behavioral Sciences; SciVal; ScienceDirect Freedom Collection; Scopus,Full text materials; Reference database; Reference resource; eBook package,FinELib consortium; Separate contract
University of Helsinki,University,Elsevier,2013,1318325.0,Cell Press; E-kirjoja; International Encyclopedia of the Social & Behavioral Sciences; SciVal; ScienceDirect Freedom Collection; Scopus,Full text materials; Reference database; Reference resource; eBook package,FinELib consortium; Separate contract
University of Helsinki,University,Elsevier,2014,1409906.0,Cell Press; E-kirjoja; International Encyclopedia of the Social & Behavioral Sciences; SciVal; ScienceDirect Freedom Collection; Scopus,Full text materials; Reference database; Reference resource; eBook package,FinELib consortium; Separate contract
University of Helsinki,University,Elsevier,2015,1521644.0,Cell Press; E-kirjoja; International Encyclopedia of the Social & Behavioral Sciences; SciVal; ScienceDirect Freedom Collection; Scopus,Full text materials; Reference database; Reference resource; eBook package,FinELib consortium; Separate contract
University of Helsinki,University,Emerald Group Publishing,2010,12784.0,Emerald lehtipaketti,Full text materials,FinELib consortium
University of Helsinki,University,Emerald Group Publishing,2011,13663.0,Emerald lehtipaketti,Full text materials,FinELib consortium
University of Helsinki,University,Emerald Group Publishing,2012,14368.0,Emerald lehtipaketti,Full text materials,FinELib consortium
University of Helsinki,University,Emerald Group Publishing,2013,14372.0,Emerald lehtipaketti,Full text materials,FinELib consortium
University of Helsinki,University,Emerald Group Publishing,2014,15391.0,Emerald lehtipaketti,Full text materials,FinELib consortium
University of Helsinki,University,Emerald Group Publishing,2015,18215.0,Emerald lehtipaketti,Full text materials,FinELib consortium
University of Helsinki,University,Encyclopedia Britannica,2010,5429.0,Encyclopedia Britannica,Reference resource,FinELib consortium
University of Helsinki,University,Encyclopedia Britannica,2011,5311.0,Encyclopedia Britannica,Reference resource,FinELib consortium
University of Helsinki,University,Encyclopedia Britannica,2012,5425.0,Encyclopedia Britannica,Reference resource,FinELib consortium
University of Helsinki,University,Encyclopedia Britannica,2013,5557.0,Encyclopedia Britannica,Reference resource,FinELib consortium
University of Helsinki,University,Encyclopedia Britannica,2014,5931.0,Encyclopedia Britannica,Reference resource,FinELib consortium
University of Helsinki,University,Encyclopedia Britannica,2015,6101.0,Encyclopedia Britannica,Reference resource,FinELib consortium
University of Helsinki,University,HighWire,2010,16345.0,e-lehtiä,Full text materials,FinELib consortium
University of Helsinki,University,HighWire,2011,16676.0,e-lehtiä,Full text materials,FinELib consortium
University of Helsinki,University,HighWire,2012,18746.0,e-lehtiä,Full text materials,FinELib consortium
University of Helsinki,University,HighWire,2013,20029.0,e-lehtiä,Full text materials,FinELib consortium
University of Helsinki,University,HighWire,2014,20944.0,e-lehtiä,Full text materials,FinELib consortium
University of Helsinki,University,HighWire,2015,24669.0,e-lehtiä,Full text materials,FinELib consortium
University of Helsinki,University,Institute of Electrical and Electronics Engineers (IEEE),2010,37797.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
University of Helsinki,University,Institute of Electrical and Electronics Engineers (IEEE),2011,39454.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
University of Helsinki,University,Institute of Electrical and Electronics Engineers (IEEE),2012,44588.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
University of Helsinki,University,Institute of Electrical and Electronics Engineers (IEEE),2013,45421.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
University of Helsinki,University,Institute of Electrical and Electronics Engineers (IEEE),2014,53154.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
University of Helsinki,University,Institute of Electrical and Electronics Engineers (IEEE),2015,73411.0,IEEE/IET Electronic Library (IEL),Full text materials,FinELib consortium
University of Helsinki,University,Integrum,2010,20000.0,Integrum,Full text materials,FinELib consortium
University of Helsinki,University,Integrum,2011,20000.0,Integrum,Full text materials,FinELib consortium
University of Helsinki,University,Integrum,2012,20800.0,Integrum,Full text materials,FinELib consortium
University of Helsinki,University,Integrum,2013,21632.0,Integrum,Full text materials,FinELib consortium
University of Helsinki,University,Integrum,2014,21956.0,Integrum,Full text materials,FinELib consortium
University of Helsinki,University,Integrum,2015,22286.0,Integrum,Full text materials,FinELib consortium
University of Helsinki,University,JSTOR,2010,19239.0,JSTOR,Full text materials,FinELib consortium
University of Helsinki,University,JSTOR,2011,17734.0,JSTOR,Full text materials,FinELib consortium
University of Helsinki,University,JSTOR,2012,19959.0,JSTOR,Full text materials,FinELib consortium
University of Helsinki,University,JSTOR,2013,20201.0,JSTOR,Full text materials,FinELib consortium
University of Helsinki,University,JSTOR,2014,19319.0,JSTOR,Full text materials,FinELib consortium
University of Helsinki,University,JSTOR,2015,25254.0,JSTOR,Full text materials,FinELib consortium
University of Helsinki,University,Kansalliskirjasto,2010,16199.0,Elektra ,Full text materials,FinELib consortium
University of Helsinki,University,Kansalliskirjasto,2011,16721.0,Elektra ,Full text materials,FinELib consortium
University of Helsinki,University,Kansalliskirjasto,2012,18226.0,Elektra ,Full text materials,FinELib consortium
University of Helsinki,University,Kansalliskirjasto,2013,17472.0,Elektra ,Full text materials,FinELib consortium
University of Helsinki,University,Kansalliskirjasto,2014,18437.0,Elektra ,Full text materials,FinELib consortium
University of Helsinki,University,Kansalliskirjasto,2015,18968.0,Elektra ,Full text materials,FinELib consortium
University of Helsinki,University,Kielikone,2010,12202.0,MOT Proofing; MOT Translation; MOT ylläpito,Dictionary,FinELib consortium
University of Helsinki,University,Kielikone,2011,12202.0,MOT Proofing; MOT Translation; MOT ylläpito,Dictionary,FinELib consortium
University of Helsinki,University,Kielikone,2012,12202.0,MOT Proofing; MOT Translation; MOT ylläpito,Dictionary,FinELib consortium
University of Helsinki,University,Kielikone,2013,12202.0,MOT Proofing; MOT Translation; MOT ylläpito,Dictionary,FinELib consortium
University of Helsinki,University,Kielikone,2014,12202.0,MOT Proofing; MOT Translation; MOT ylläpito,Dictionary,FinELib consortium
University of Helsinki,University,Kielikone,2015,12202.0,MOT Proofing; MOT Translation; MOT ylläpito,Dictionary,FinELib consortium
University of Helsinki,University,Knovel,2010,6019.0,Knovel,Reference resource,FinELib consortium
University of Helsinki,University,Knovel,2011,6783.0,Knovel,Reference resource,FinELib consortium
University of Helsinki,University,Knovel,2012,7338.0,Knovel,Reference resource,FinELib consortium
University of Helsinki,University,LM Tietopalvelut,2015,864424.0,kausijulkaisuja,Full text materials,Separate contract
University of Helsinki,University,Nationalencyklopedin,2010,6046.0,Nationalencyklopedin,Reference resource,FinELib consortium
University of Helsinki,University,Nationalencyklopedin,2011,7316.0,Nationalencyklopedin,Reference resource,FinELib consortium
University of Helsinki,University,Nationalencyklopedin,2012,7287.0,Nationalencyklopedin,Reference resource,FinELib consortium
University of Helsinki,University,Nationalencyklopedin,2013,7544.0,Nationalencyklopedin,Reference resource,FinELib consortium
University of Helsinki,University,Nationalencyklopedin,2014,7356.0,Nationalencyklopedin,Reference resource,FinELib consortium
University of Helsinki,University,Nationalencyklopedin,2015,6847.0,Nationalencyklopedin,Reference resource,FinELib consortium
University of Helsinki,University,Nature Publishing Group,2010,56993.0,Nature; Nature Research; Nature Reviews,Full text materials,FinELib consortium
University of Helsinki,University,Nature Publishing Group,2011,59239.0,Nature; Nature Research; Nature Reviews,Full text materials,FinELib consortium
University of Helsinki,University,Nature Publishing Group,2012,80122.0,Nature; Nature Research; Nature Reviews,Full text materials,FinELib consortium
University of Helsinki,University,Nature Publishing Group,2013,84928.0,Nature; Nature Research; Nature Reviews,Full text materials,FinELib consortium
University of Helsinki,University,Nature Publishing Group,2014,90029.0,Nature; Nature Research; Nature Reviews,Full text materials,FinELib consortium
University of Helsinki,University,Nature Publishing Group,2015,93631.0,Nature; Nature Research; Nature Reviews,Full text materials,FinELib consortium
